ID	HEX	名称	文名称	英文名称	版本存在
2523	09DB	闪电鸟的点心	サンダーのおやつ	Zapdos Treat	TRUE
2524	09DC	火焰鸟的点心	ファイヤーのおやつ	Moltres Treat	TRUE
2525	09DD	雷公的点心	ライコウのおやつ	Raikou Treat	TRUE
2526	09DE	炎帝的点心	エンテイのおやつ	Entei Treat	TRUE
2527	09DF	水君的点心	スイクンのおやつ	Suicune Treat	TRUE
2528	09E0	洛奇亚的点心	ルギアのおやつ	Lugia Treat	TRUE
2529	09E1	凤王的点心	ホウオウのおやつ	Ho-Oh Treat	TRUE
2530	09E2	拉帝亚斯的点心	ラティアスのおやつ	Latias Treat	TRUE
2531	09E3	拉帝欧斯的点心	ラティオスのおやつ	Latios Treat	TRUE
2532	09E4	盖欧卡的点心	カイオーガのおやつ	Kyogre Treat	TRUE
2533	09E5	固拉多的点心	グラードンのおやつ	Groudon Treat	TRUE
2534	09E6	烈空坐的点心	レックウザのおやつ	Rayquaza Treat	TRUE
2535	09E7	勾帕路翁的点心	コバルオンのおやつ	Cobalion Treat	TRUE
2536	09E8	代拉基翁的点心	テラキオンのおやつ	Terrakion Treat	TRUE
2537	09E9	毕力吉翁的点心	ビリジオンのおやつ	Virizion Treat	TRUE
2538	09EA	莱希拉姆的点心	レシラムのおやつ	Reshiram Treat	TRUE
2539	09EB	捷克罗姆的点心	ゼクロムのおやつ	Zekrom Treat	TRUE
2540	09EC	酋雷姆的点心	キュレムのおやつ	Kyurem Treat	TRUE
2541	09ED	索尔迦雷欧的点心	ソルガレオのおやつ	Solgaleo Treat	TRUE
2542	09EE	露奈雅拉的点心	ルナアーラのおやつ	Lunala Treat	TRUE
2543	09EF	奈克洛兹玛的点心	ネクロズマのおやつ	Necrozma Treat	TRUE
2544	09F0	熊徒弟的点心	ダクマのおやつ	Kubfu Treat	TRUE
2545	09F1	雪暴马的点心	ブリザポスのおやつ	Glastrier Treat	TRUE
2546	09F2	灵幽马的点心	レイスポスのおやつ	Spectrier Treat	TRUE
2547	09F3	蓝之光碟	あおのディスク	Indigo Disk	TRUE
2548	09F4	鸭嘴炎兽三明治签	メラメラピック	Fiery Pick	TRUE
2549	09F5	星晶太晶碎块	テラピースステラ	Stellar Tera Shard	TRUE
2550	09F6	幻之桃桃果	まぼろしモモン	Mythical Pecha Berry	TRUE
2551	09F7	蓝莓桌巾	ブルーベリークロス	Blueberry Tablecloth	TRUE
2552	09F8	蓝莓椅子	ブルーベリーチェア	Blueberry Chairs	TRUE
2553	09F9	同步器	シンクロマシン	Synchro Machine	TRUE
2554	09FA	陨石	いんせき	Meteorite	TRUE
2555	09FB	朱之书	スカーレットブック	Scarlet Book	TRUE
2556	09FC	紫之书	バイオレットブック	Violet Book	TRUE
2557	09FD	零之秘宝	ゼロの秘宝	Briar’s Book	TRUE
